CKB1	YGL019W
ZUO1	YGR285C
SSZ1	YHR064C
CCT7	YJL111W
PET100	YDR079W
MDM20	YOL076W
URM1	YIL008W
MNI1	YIL110W
DIA2	YOR080W
GRR1	YJR090C
MPE1	YKL059C
NAT1	YDL040C
OST4	YDL232W
UBC4	YBR082C
NCS6	YGL211W
BDP1	YNL039W
CGI121	YML036W
CSE2	YNR010W
CTK2	YJL006C
CTK3	YML112W
DST1	YGL043W
ELP3	YPL086C
ELP4	YPL101W
ELP6	YMR312W
EMI1	YDR512C
FRA2	YGL220W
IKI1	YHR187W
IKI3	YLR384C
LEO1	YOR123C
MED1	YPR070W
MED8	YBR193C
NOT3	YIL038C
ROX3	YBL093C
RPA14	YDR156W
RPA49	YNL248C
RPO26	YPR187W
RRN10	YBL025W
RXT2	YBR095C
SFL1	YOR140W
SRB2	YHR041C
SRB8	YCR081W
SSN3	YPL042C
SSN8	YNL025C
TFC1	YBR123C
UAF30	YOR295W
ARC1	YGL105W
BUD13	YGL174W
CWC25	YNL245C
PAB1	YER165W
PRP11	YDL043C
RNA14	YMR061W
SPP381	YBR152W
SYF2	YGR129W
PUB1	YNL016W
NGL1	YOL042W
ARX1	YDR101C
DBP6	YNR038W
HCR1	YLR192C
NIP1	YMR309C
NOP12	YOL041C
RPL13B	YMR142C
RPL14A	YKL006W
RPL20B	YOR312C
RPL21B	YPL079W
RPL40A	YIL148W
RPL42B	YHR141C
RPL43A	YPR043W
RPP1A	YDL081C
RPP2B	YDR382W
RPS10A	YOR293W
RPS11B	YBR048W
RPS17A	YML024W
RPS19B	YNL302C
RPS20	YHL015W
RPS21B	YJL136C
RPS6B	YBR181C
RPS7A	YOR096W
RSA1	YPL193W
SYH1	YPL105C
TIF4631	YGR162W
TMA23	YMR269W
YDR186C	YDR186C
HRK1	YOR267C
NHA1	YLR138W
VPH1	YOR270C
VPH2	YKL119C
LDB16	YCL005W
KIN3	YAR018C
SET6	YPL165C
DAS2	YDR020C
DGR2	YKL121W
ERT1	YBR239C
FUN19	YAL034C
GFD2	YCL036W
HUR1	YGL168W
IRC19	YLL033W
IRC21	YMR073C
IRC3	YDR332W
KNS1	YLL019C
OCA6	YBR282W
SPG5	YMR191W
YDR056C	YDR056C
YJL016W	YJL016W
YLR177W	YLR177W
YNR021W	YNR021W
YOR304C-A	YOR304C-A
YPR063C	YPR063C
AIM7	YDR063W
FMP37	YGL080W
IBI1	YGR273C
YBR085C-A	YBR085C-A
YBR196C-A	YBR196C-A
YGL188C-A	YGL188C-A
YGL041C-B	YGL041C-B
YJR011C	YJR011C
YKL033W	YKL033W
YKL215C	YKL215C
YLR407W	YLR407W
YMR242W-A	YMR242W-A
YOL036W	YOL036W
YPL205C	YPL205C
BRP1	YGL007W
OPI11	YPR044C
VPS61	YDR136C
VPS63	YLR261C
VPS69	YPR087W
YAL004W	YAL004W
YBR174C	YBR174C
YBR224W	YBR224W
YBR226C	YBR226C
YCR095W-A	YCR095W-A
YDL009C	YDL009C
YDR154C	YDR154C
YDR455C	YDR455C
YGL042C	YGL042C
YGR164W	YGR164W
YIL028W	YIL028W
YJL086C	YJL086C
YKL118W	YKL118W
YLL020C	YLL020C
YLR184W	YLR184W
YLR202C	YLR202C
YLR374C	YLR374C
YLR402W	YLR402W
YML012C-A	YML013C-A
YML094C-A	YML094C-A
YMR031W-A	YMR031W-A
YMR135W-A	YMR135W-A
YMR326C	YMR326C
YNL198C	YNL198C
YNL235C	YNL235C
YNL319W	YNL319W
YNR005C	YNR005C
YOR139C	YOR139C
YOR199W	YOR199W
YOR200W	YOR200W
YOR333C	YOR333C
YOR345C	YOR345C
YPL102C	YPL102C
YPR039W	YPR039W
YPR197C	YPR197C
