ORF	hap alpha | growth (exponential growth rate) | EtOH (ethanol [8%]) | Yoshikawa K~Shimizu H, 2009	hap alpha | growth (exponential growth rate) | sodium chloride [1 M] | Yoshikawa K~Shimizu H, 2009	hap alpha | growth (exponential growth rate) | EtOH (ethanol [5%]) | Yoshikawa K~Shimizu H, 2009
YKL064W	0.388	0.430	0.672
YKL065C	0.380	0.448	0.669
YKL066W	0.383	0.488	0.676
YKL067W	0.380	0.453	0.668
YKL069W	0.375	0.429	0.563
YKL070W	0.368	0.440	0.660
YKL071W	0.405	0.453	0.665
YKL072W	0.391	0.479	0.676
YKL073W	0.267	0.493	0.628
YKL074C	0.362	0.413	0.671
YKL075C	0.405	0.509	0.669
YKL076C	0.357	0.462	0.654
YKL077W	0.388	0.491	0.674
YKL079W	0.380	0.471	0.663
YKL080W	0.234	0.404	0.581
YKL081W	0.387	0.423	0.663
YKL084W	0.389	0.436	0.660
YKL085W	0.369	0.474	0.671
YKL086W	0.392	0.465	0.659
YKL090W	0.400	0.466	0.681
YKL091C	0.380	0.461	0.672
YKL092C	0.386	0.462	0.664
YKL093W	0.389	0.459	0.677
YKL094W	0.394	0.465	0.686
YKL096W	0.399	0.452	0.666
YKL097C	0.387	0.445	0.677
YKL098W	0.361	0.358	0.679
YKL100C	0.375	0.466	0.680
YKL101W	0.407	0.430	0.666
YKL102C	0.399	0.451	0.667
YKL103C	0.386	0.457	0.663
YKL105C	0.388	0.440	0.668
YKL106W	0.386	0.451	0.667
YKL107W	0.388	0.461	0.667
YKL109W	0.330	0.466	0.666
YKL110C	0.342	0.304	0.659
YKL113C	0.372	0.394	0.554
YKL116C	0.389	0.432	0.673
YKL117W	0.404	0.447	0.672
YKL118W	0.382	0.429	0.671
YKL119C	0.315	0.397	0.572
YKL120W	0.385	0.475	0.681
YKL121W	0.398	0.450	0.673
YKL123W	0.399	0.452	0.662
YKL124W	0.379	0.438	0.668
YKL126W	0.420	0.464	0.664
YKL127W	0.394	0.502	0.683
YKL128C	0.419	0.390	0.680
YKL129C	0.411	0.443	0.672
YKL130C	0.411	0.458	0.678
YKL131W	0.381	0.440	0.667
YKL132C	0.378	0.467	0.668
YKL133C	0.396	0.447	0.680
YKL136W	0.417	0.441	0.701
YKL137W	0.389	0.478	0.653
YKL140W	0.392	0.452	0.671
YKL142W	0.396	0.430	0.666
YKL143W	0.552	0.515	0.795
YKL146W	0.399	0.481	0.652
YKL147W	0.396	0.444	0.669
YKL148C	0.394	0.447	0.665
YKL149C	0.384	0.407	0.683
YKL150W	0.391	0.475	0.669
YKL151C	0.393	0.482	0.661
YKL155C	0.348	0.485	0.474
YKL156W	0.414	0.473	0.690
YKL157W	0.391	0.452	0.662
YKL158W	0.422	0.474	0.689
YKL159C	0.415	0.416	0.685
YKL160W	0.400	0.427	0.660
YKL161C	0.400	0.517	0.680
YKL162C	0.390	0.464	0.679
YKL163W	0.389	0.436	0.667
YKL164C	0.380	0.438	0.676
YKL166C	0.411	0.444	0.669
YKL167C	0.328	0.426	0.653
YKL168C	0.394	0.455	0.666
YKL171W	0.408	0.443	0.666
YKL174C	0.385	0.451	0.664
YKL175W	0.372	0.435	0.656
YKL176C	0.374	0.406	0.639
YKL179C	0.396	0.444	0.663
YKL183W	0.390	0.430	0.670
YKL184W	0.400	0.447	0.671
YKL185W	0.365	0.413	0.652
YKL187C	0.385	0.423	0.663
YKL188C	0.383	0.444	0.671
YKL190W	0.375	0.280	0.678
YGR027C	0.271	0.264	0.666
YGR031W	0.372	0.457	0.658
YGR033C	0.397	0.308	0.690
YGR034W	0.409	0.319	0.683
YGR035C	0.379	0.348	0.678
YGR036C	0.382	0.704	0.902
YGR037C	0.374	0.446	0.676
YGR039W	0.391	0.428	0.664
YGR041W	0.394	0.359	0.680
YGR042W	0.374	0.406	0.661
YGR043C	0.385	0.402	0.677
YGR044C	0.400	0.419	0.683
YGR045C	0.397	0.443	0.678
YGR049W	0.390	0.457	0.674
YGR051C	0.388	0.419	0.663
YGR052W	0.379	0.388	0.654
YGR054W	0.393	0.431	0.651
YGR055W	0.398	0.406	0.676
YGR056W	0.261	0.300	0.661
YGR057C	0.373	0.418	0.667
YGR058W	0.367	0.417	0.661
YGR059W	0.397	0.443	0.681
YGR061C	0.350	0.436	0.667
YGR064W	0.292	0.375	0.629
YGR066C	0.390	0.425	0.671
YGR067C	0.394	0.454	0.665
YGR068C	0.408	0.447	0.666
YGR069W	0.375	0.424	0.670
YGR070W	0.367	0.424	0.658
YGR071C	0.384	0.433	0.700
YGR072W	0.371	0.412	0.662
YGR077C	0.306	0.504	0.637
YGR078C	0.337	0.379	0.638
YGR079W	0.378	0.488	0.685
YGR080W	0.379	0.443	0.679
YGR081C	0.322	0.455	0.628
YGR084C	0.361	0.451	0.680
YGR085C	0.331	0.433	0.641
YGR087C	0.372	0.448	0.675
YGR088W	0.380	0.363	0.679
YGR096W	0.380	0.436	0.661
YGR097W	0.390	0.334	0.690
YGR100W	0.384	0.402	0.663
YGR101W	0.387	0.364	0.662
YGR104C	0.268	0.239	0.572
YGR105W	0.193	0.387	0.541
YGR107W	0.391	0.437	0.665
YGR108W	0.390	0.443	0.678
YGR109C	0.392	0.433	0.672
YGR111W	0.385	0.444	0.669
YGR112W	0.350	0.432	0.648
YGR118W	0.344	0.424	0.638
YGR121C	0.387	0.427	0.652
YGR122W	0.402	0.300	0.664
YOR097C	0.347	0.446	0.654
YOR099W	0.403	0.443	0.663
YOR100C	0.386	0.440	0.663
YOR101W	0.398	0.467	0.662
YOR104W	0.392	0.417	0.660
YOR105W	0.393	0.425	0.653
YOR106W	0.264	0.354	0.597
YOR107W	0.388	0.426	0.664
YOR108W	0.390	0.462	0.658
YOR109W	0.378	0.370	0.671
YOR111W	0.378	0.439	0.656
YOR112W	0.375	0.443	0.652
YOR113W	0.388	0.442	0.666
YOR114W	0.402	0.441	0.658
YOR115C	0.312	0.445	0.664
YOR118W	0.388	0.433	0.659
YOR120W	0.389	0.443	0.655
YOR121C	0.399	0.438	0.662
YOR123C	0.339	0.423	0.650
YOR124C	0.382	0.454	0.658
YOR126C	0.367	0.424	0.652
YOR129C	0.395	0.437	0.665
YOR130C	0.390	0.448	0.658
YOR131C	0.393	0.400	0.666
YOR132W	0.365	0.453	0.642
YOR133W	0.402	0.436	0.638
YOR134W	0.391	0.423	0.665
YOR135C	0.371	0.341	0.665
YOR136W	0.370	0.336	0.661
YOR137C	0.382	0.441	0.676
YOR138C	0.407	0.431	0.670
YOR139C	0.546	0.433	0.566
YOR140W	0.494	0.382	0.648
YOR142W	0.395	0.460	0.674
YOR144C	0.405	0.459	0.671
YOR152C	0.397	0.433	0.662
YOR153W	0.384	0.461	0.668
YOR154W	0.385	0.467	0.671
YOR156C	0.375	0.441	0.668
YOR161C	0.339	0.462	0.671
YOR162C	0.392	0.462	0.664
YOR163W	0.385	0.447	0.662
YOR164C	0.387	0.432	0.666
YOR165W	0.386	0.447	0.659
YOR166C	0.371	0.450	0.662
YOR167C	0.386	0.476	0.680
YOR170W	0.403	0.463	0.675
YOR171C	0.402	0.462	0.666
YOR172W	0.372	0.406	0.678
YOR173W	0.377	0.439	0.681
YOR175C	0.386	0.449	0.673
YOR177C	0.388	0.431	0.662
YOR178C	0.396	0.449	0.662
YOR179C	0.371	0.403	0.657
YOR180C	0.387	0.445	0.669
YOR182C	0.355	0.468	0.675
YOR183W	0.415	0.481	0.707
YOR184W	0.402	0.406	0.670
YOR185C	0.390	0.443	0.670
YOR186W	0.394	0.441	0.668
YOR188W	0.394	0.457	0.668
YOR189W	0.398	0.441	0.667
YOR190W	0.395	0.420	0.657
YOR191W	0.401	0.416	0.657
YOR192C	0.386	0.459	0.661
YOR193W	0.387	0.453	0.662
YOR195W	0.360	0.375	0.673
YOR196C	0.331	0.429	0.625
YOR197W	0.376	0.421	0.660
YOR198C	0.411	0.443	0.663
YOR199W	0.370	0.429	0.654
YOR201C	0.374	0.453	0.650
YOR202W	0.371	0.442	0.667
YOR205C	0.391	0.434	0.655
YOR208W	0.334	0.443	0.660
YOR209C	0.285	0.172	0.565
YOR213C	0.365	0.473	0.672
YOR214C	0.374	0.447	0.664
YOR215C	0.378	0.478	0.665
YOR216C	0.327	0.505	0.664
YOR219C	0.376	0.478	0.672
YOR220W	0.384	0.517	0.694
YOR221C	0.346	0.457	0.628
YOR222W	0.400	0.446	0.669
YOR223W	0.364	0.432	0.665
YOR225W	0.410	0.450	0.673
YOR226C	0.377	0.439	0.678
YOR227W	0.418	0.455	0.673
YOR228C	0.397	0.450	0.667
YOR229W	0.379	0.445	0.668
YOR230W	0.409	0.472	0.677
YOR231W	0.395	0.470	0.697
YOR233W	0.409	0.443	0.692
YOR234C	0.429	0.489	0.707
YOR235W	0.404	0.497	0.676
YOR237W	0.405	0.440	0.674
YOR238W	0.409	0.456	0.658
YOR239W	0.406	0.443	0.668
YOR240W	0.399	0.455	0.673
YOR242C	0.403	0.454	0.679
YOR243C	0.385	0.341	0.656
YOR245C	0.364	0.425	0.645
YOR246C	0.393	0.478	0.674
YOR247W	0.383	0.455	0.668
YOR248W	0.385	0.460	0.663
YOR251C	0.372	0.431	0.698
YOR252W	0.393	0.454	0.666
YOR253W	0.382	0.458	0.666
YOR255W	0.276	0.445	0.677
YOR258W	0.342	0.461	0.675
YOR263C	0.378	0.461	0.672
YOR264W	0.395	0.438	0.680
YOR277C	0.390	0.432	0.676
YOR279C	0.390	0.429	0.658
YOR280C	0.395	0.477	0.679
YOR283W	0.392	0.416	0.673
YOR284W	0.401	0.475	0.683
YOR285W	0.383	0.461	0.669
YOR286W	0.377	0.451	0.659
YOR288C	0.383	0.459	0.689
YJL218W	0.352	0.395	0.692
YJL217W	0.365	0.399	0.679
YJL216C	0.380	0.442	0.677
YJL215C	0.369	0.403	0.672
YJL214W	0.383	0.446	0.677
YJL212C	0.290	0.382	0.664
YJL210W	0.360	0.439	0.674
YJL211C	0.289	0.445	0.665
YJL208C	0.323	0.367	0.648
YJL207C	0.385	0.412	0.687
YJL199C	0.346	0.348	0.681
YJL198W	0.379	0.444	0.669
YJL197W	0.358	0.439	0.667
YJL193W	0.369	0.399	0.688
YJL192C	0.348	0.379	0.675
YJL190C	0.362	0.454	0.702
YJL188C	0.395	0.300	0.685
YJL187C	0.327	0.382	0.695
YJL186W	0.361	0.303	0.709
YJL185C	0.386	0.414	0.683
YJL183W	0.166	0.562	0.443
YJL181W	0.384	0.450	0.675
YJL182C	0.380	0.378	0.671
YJL179W	0.313	0.472	0.648
YJL178C	0.382	0.458	0.673
YJL176C	0.263	0.380	0.539
YJL171C	0.390	0.358	0.703
YJL170C	0.398	0.421	0.670
YJL169W	0.384	0.404	0.687
YJL168C	0.350	0.408	0.671
YJL166W	0.373	0.431	0.671
YJL164C	0.259	0.305	0.668
YJL162C	0.371	0.376	0.700
YJL160C	0.394	0.402	0.690
YJL159W	0.367	0.443	0.701
YJL158C	0.368	0.353	0.708
YJL157C	0.374	0.273	0.698
YJL155C	0.380	0.371	0.689
YJL154C	0.308	0.349	0.666
YJL153C	0.355	0.362	0.683
YJL152W	0.388	0.398	0.679
YJL150W	0.374	0.373	0.684
YJL149W	0.380	0.448	0.662
YJL148W	0.348	0.312	0.616
YJL147C	0.379	0.335	0.688
YJL146W	0.383	0.415	0.672
YJL145W	0.375	0.397	0.679
YJL144W	0.368	0.400	0.684
YJL142C	0.370	0.380	0.674
YJL135W	0.379	0.430	0.683
YJL134W	0.371	0.474	0.695
YJL133W	0.377	0.365	0.689
YJL132W	0.384	0.410	0.677
YJL131C	0.336	0.387	0.641
YLR324W	0.380	0.428	0.668
YLR325C	0.364	0.463	0.664
YLR326W	0.390	0.432	0.669
YLR327C	0.373	0.414	0.671
YLR328W	0.381	0.439	0.668
YLR329W	0.396	0.441	0.673
YLR330W	0.354	0.290	0.663
YLR331C	0.373	0.427	0.672
YLR332W	0.394	0.438	0.674
YLR333C	0.392	0.425	0.665
YLR335W	0.385	0.445	0.663
YOR300W	0.369	0.427	0.670
YMR038C	0.298	0.471	0.665
YLR341W	0.379	0.423	0.672
YLR342W	0.395	0.510	0.707
YLR391W	0.384	0.450	0.675
YLR392C	0.381	0.430	0.669
YLR393W	0.367	0.407	0.639
YLR395C	0.349	0.436	0.656
YOR364W	0.395	0.442	0.665
YLR398C	0.388	0.451	0.664
YLR006C	0.381	0.378	0.656
YLR400W	0.410	0.460	0.668
YLR401C	0.370	0.365	0.669
YLR402W	0.414	0.477	0.658
YLR403W	0.379	0.447	0.669
YLR404W	0.377	0.427	0.665
YLR405W	0.411	0.445	0.670
YLR407W	0.429	0.465	0.679
YLR408C	0.398	0.445	0.671
YLR410W	0.394	0.428	0.679
YLR412W	0.393	0.444	0.693
YLR413W	0.388	0.463	0.675
YLR414C	0.397	0.456	0.677
YLR415C	0.397	0.456	0.666
YLR416C	0.424	0.453	0.660
YLR417W	0.224	0.269	0.544
YLR418C	0.279	0.367	0.628
YLR421C	0.366	0.396	0.677
YDR147W	0.385	0.461	0.670
YDR148C	0.333	0.454	0.649
YDR149C	0.361	0.439	0.639
YDR150W	0.357	0.448	0.628
YDR151C	0.403	0.438	0.669
YDR152W	0.406	0.448	0.683
YDR153C	0.367	0.403	0.680
YDR154C	0.364	0.430	0.663
YDR155C	0.365	0.449	0.667
YDR156W	0.359	0.456	0.576
YDR157W	0.396	0.459	0.674
YDR158W	0.357	0.466	0.662
YDR159W	0.278	0.449	0.686
YDR161W	0.407	0.476	0.674
YDR162C	0.312	0.367	0.607
YDR163W	0.398	0.452	0.670
YDR165W	0.382	0.441	0.673
YDR169C	0.392	0.424	0.676
YDR171W	0.371	0.433	0.663
YDR176W	0.298	0.496	0.582
YDR178W	0.374	0.435	0.657
YDR179C	0.388	0.460	0.677
YDR179W-A	0.440	0.459	0.673
YDR181C	0.384	0.453	0.677
YDR183W	0.410	0.446	0.683
YDR184C	0.394	0.467	0.672
YDR185C	0.397	0.450	0.665
YDR186C	0.384	0.438	0.665
YDR191W	0.390	0.452	0.664
YDR192C	0.217	0.445	0.678
YDR193W	0.381	0.464	0.671
YDR195W	0.235	0.421	0.621
YDR198C	0.407	0.457	0.665
YDR199W	0.416	0.446	0.663
YDR200C	0.379	0.437	0.662
YDR203W	0.352	0.454	0.683
YDR204W	0.286	0.469	0.623
YDR206W	0.395	0.450	0.670
YDR207C	0.325	0.431	0.598
YDR209C	0.396	0.436	0.686
YDR210W	0.382	0.459	0.669
YDR213W	0.397	0.446	0.668
YDR214W	0.396	0.433	0.663
YDR215C	0.401	0.442	0.674
YDR216W	0.410	0.449	0.680
YDR217C	0.383	0.448	0.668
YDR218C	0.378	0.444	0.669
YDR219C	0.335	0.435	0.655
YDR220C	0.385	0.444	0.688
YDR221W	0.358	0.454	0.686
YDR222W	0.367	0.414	0.678
YDR223W	0.397	0.433	0.665
YDR225W	0.390	0.433	0.672
YDR226W	0.362	0.430	0.731
YDR229W	0.367	0.435	0.657
YDR231C	0.360	0.462	0.667
YDR233C	0.349	0.450	0.675
YDR234W	0.381	0.433	0.661
YDR237W	0.308	0.446	0.620
YDR239C	0.370	0.410	0.674
YDR241W	0.366	0.436	0.681
YLR027C	0.331	0.359	0.632
YML001W	0.315	0.459	0.630
YMR266W	0.367	0.449	0.676
YNL330C	0.273	0.449	0.649
YOR305W	0.278	0.455	0.625
YOR369C	0.353	0.459	0.677
YDR103W	0.365	0.433	0.688
YDR127W	0.223	0.342	0.545
YEL004W	0.364	0.395	0.659
YEL029C	0.228	0.548	0.620
YER032W	0.380	0.445	0.658
YER039C	0.407	0.446	0.669
YER052C	0.361	0.460	0.667
YER057C	0.302	0.368	0.684
YER060W-A	0.327	0.430	0.675
YER061C	0.278	0.479	0.601
YER066C-A	0.385	0.467	0.673
YER079W	0.386	0.444	0.675
YHL042W	0.384	0.398	0.685
YHL041W	0.384	0.394	0.686
YHL030W	0.361	0.429	0.681
YHL029C	0.328	0.434	0.651
YHL021C	0.334	0.367	0.693
YHL016C	0.377	0.414	0.717
YHL007C	0.361	0.371	0.702
YHL005C	0.373	0.439	0.666
YHL003C	0.378	0.412	0.685
YHR150W	0.383	0.454	0.687
YHR176W	0.372	0.453	0.679
YHR177W	0.368	0.404	0.678
YCL032W	0.353	0.427	0.680
YCR002C	0.272	0.461	0.635
YKL068W	0.337	0.443	0.655
YKL135C	0.362	0.376	0.673
YKL177W	0.392	0.468	0.663
YKL178C	0.237	0.421	0.544
YOR212W	0.376	0.436	0.676
YJL206C-A	0.385	0.368	0.692
YJL204C	0.325	0.373	0.677
YJL201W	0.376	0.440	0.668
YJL184W	0.324	0.512	0.670
YJL138C	0.378	0.439	0.647
YJL130C	0.394	0.447	0.676
YDR173C	0.242	0.406	0.563
YDR227W	0.396	0.404	0.637
YCL030C	0.391	0.466	0.667
YLR228C	0.396	0.441	0.669
YLR231C	0.387	0.460	0.666
YLR232W	0.357	0.399	0.683
YLR236C	0.386	0.433	0.661
YLR238W	0.409	0.448	0.667
YLR241W	0.390	0.461	0.665
YLR247C	0.397	0.456	0.663
YLR248W	0.398	0.361	0.676
YLR250W	0.390	0.441	0.669
YLR251W	0.370	0.414	0.688
YLR252W	0.379	0.485	0.654
YLR253W	0.381	0.434	0.653
YLR254C	0.374	0.424	0.685
YLR255C	0.388	0.455	0.675
YLR257W	0.399	0.447	0.673
YLR258W	0.397	0.438	0.666
YLR260W	0.322	0.429	0.613
YLR261C	0.212	0.415	0.534
YLR262C	0.224	0.436	0.530
YLR263W	0.395	0.469	0.673
YLR264W	0.328	0.482	0.670
YLR265C	0.377	0.399	0.668
YLR266C	0.392	0.483	0.662
YLR267W	0.400	0.463	0.667
YLR268W	0.290	0.401	0.620
YLR269C	0.376	0.431	0.655
YLR270W	0.336	0.451	0.613
YLR271W	0.382	0.456	0.677
YLR273C	0.383	0.415	0.677
YLR278C	0.379	0.436	0.673
YLR279W	0.381	0.445	0.688
YLR280C	0.397	0.450	0.676
YLR281C	0.377	0.445	0.674
YLR282C	0.401	0.447	0.676
YLR283W	0.395	0.441	0.679
YLR284C	0.397	0.448	0.695
YLR285W	0.390	0.435	0.668
YLR287C	0.380	0.440	0.664
YLR287C-A	0.367	0.488	0.662
YLR288C	0.364	0.453	0.665
YLR289W	0.322	0.373	0.679
YLR290C	0.348	0.442	0.665
YLR292C	0.337	0.451	0.639
YLR294C	0.319	0.366	0.506
YLR295C	0.355	0.457	0.628
YLR296W	0.383	0.440	0.672
YLR297W	0.375	0.424	0.660
YLR299W	0.370	0.451	0.664
YLR300W	0.372	0.441	0.675
YLR303W	0.374	0.445	0.660
YLR304C	0.168	0.341	0.580
YLR306W	0.379	0.424	0.663
YLR307W	0.383	0.404	0.676
YLR308W	0.386	0.451	0.671
YLR309C	0.383	0.450	0.668
YLR311C	0.378	0.426	0.669
YLR312C	0.377	0.444	0.670
YLR312W-A	0.344	0.413	0.562
YLR313C	0.397	0.450	0.673
YLR315W	0.255	0.499	0.585
YLR318W	0.371	0.404	0.642
YLR319C	0.315	0.352	0.630
YLR320W	0.338	0.437	0.626
YLR322W	0.274	0.362	0.611
YGL194C	0.382	0.418	0.630
YGL195W	0.330	0.469	0.581
YGL196W	0.373	0.449	0.687
YGL197W	0.325	0.350	0.697
YGL198W	0.395	0.425	0.679
YGL200C	0.395	0.468	0.677
YGL202W	0.392	0.411	0.678
YGL203C	0.392	0.422	0.660
YGL205W	0.394	0.439	0.668
YGL199C	0.397	0.446	0.682
YGL208W	0.380	0.430	0.665
YGL209W	0.395	0.453	0.668
YGL210W	0.378	0.430	0.682
YGL211W	0.363	0.278	0.679
YGL212W	0.273	0.474	0.614
YGL213C	0.379	0.423	0.631
YGL215W	0.363	0.470	0.651
YGL216W	0.382	0.438	0.665
YGL220W	0.354	0.435	0.662
YGL221C	0.349	0.439	0.665
YGL222C	0.414	0.390	0.709
YGL224C	0.402	0.427	0.683
YGL226C-A	0.402	0.465	0.684
YGL226W	0.387	0.413	0.672
YGL227W	0.344	0.419	0.649
YGL228W	0.416	0.458	0.688
YGL229C	0.397	0.463	0.676
YGL230C	0.372	0.457	0.666
YGL231C	0.360	0.422	0.669
YGL232W	0.356	0.436	0.652
YGL234W	0.331	0.452	0.655
YGL236C	0.387	0.460	0.668
YGL237C	0.336	0.436	0.626
YGL241W	0.394	0.448	0.662
YGL243W	0.403	0.455	0.671
YGL244W	0.281	0.396	0.599
YGL246C	0.419	0.476	0.642
YGL248W	0.389	0.450	0.671
YGL249W	0.406	0.463	0.667
YGL250W	0.362	0.387	0.665
YGL251C	0.358	0.470	0.640
YGL252C	0.197	0.394	0.585
YGL253W	0.438	0.484	0.679
YGL254W	0.398	0.444	0.660
YGL255W	0.396	0.464	0.670
YGL256W	0.367	0.431	0.640
YGL257C	0.407	0.457	0.664
YGL258W	0.409	0.456	0.661
YGL259W	0.405	0.444	0.665
YGL260W	0.398	0.439	0.667
YGL261C	0.395	0.474	0.663
YGL262W	0.408	0.449	0.672
YGL263W	0.398	0.434	0.660
YGR001C	0.402	0.463	0.663
YGR003W	0.399	0.448	0.675
YGR004W	0.373	0.477	0.665
YGR006W	0.342	0.500	0.682
YGR007W	0.375	0.430	0.662
YGR008C	0.396	0.430	0.661
YGR010W	0.391	0.445	0.662
YGR012W	0.390	0.426	0.669
YGR014W	0.390	0.431	0.664
YGR015C	0.403	0.434	0.670
YGR016W	0.398	0.425	0.675
YGR017W	0.395	0.460	0.671
YGR019W	0.395	0.465	0.660
YGR020C	0.231	0.414	0.616
YGR021W	0.388	0.448	0.665
YGR023W	0.382	0.474	0.672
YGR026W	0.395	0.437	0.677
YPL091W	0.371	0.360	0.667
YPL090C	0.378	0.491	0.656
YPL089C	0.383	0.427	0.667
YPL088W	0.372	0.433	0.672
YPL087W	0.375	0.424	0.673
YPL086C	0.363	0.398	0.671
YPL084W	0.282	0.425	0.585
YPL081W	0.391	0.392	0.678
YPL080C	0.408	0.456	0.649
YPL079W	0.403	0.469	0.648
YPL078C	0.373	0.427	0.662
YPL077C	0.342	0.336	0.667
YPL074W	0.367	0.431	0.677
YPL072W	0.405	0.407	0.685
YPL073C	0.397	0.422	0.679
YPL071C	0.413	0.443	0.678
YPL070W	0.400	0.446	0.668
YPL069C	0.318	0.474	0.652
YPL068C	0.390	0.455	0.684
YPL067C	0.383	0.409	0.668
YPL066W	0.348	0.439	0.588
YPL065W	0.262	0.304	0.559
YPL064C	0.380	0.432	0.676
YPL062W	0.338	0.497	0.599
YPL061W	0.352	0.518	0.608
YPL060W	0.373	0.419	0.659
YPL058C	0.398	0.420	0.666
YPL057C	0.367	0.405	0.671
YPL056C	0.378	0.431	0.661
YPL055C	0.388	0.431	0.686
YPL054W	0.395	0.441	0.665
YPL053C	0.394	0.455	0.664
YPL052W	0.406	0.411	0.666
YPL051W	0.383	0.370	0.665
YPL050C	0.386	0.431	0.664
YPL049C	0.402	0.362	0.674
YPL048W	0.373	0.372	0.673
YPL047W	0.375	0.422	0.642
YPL046C	0.395	0.435	0.660
YPL045W	0.138	0.080	0.435
YPL042C	0.356	0.355	0.690
YPL041C	0.399	0.440	0.670
YPL040C	0.385	0.418	0.633
YPL039W	0.399	0.429	0.681
YPL038W	0.388	0.409	0.676
YPL037C	0.373	0.425	0.658
YPL035C	0.378	0.376	0.688
YPL033C	0.378	0.412	0.678
YPL032C	0.368	0.478	0.650
YPL031C	0.137	0.247	0.517
YPL030W	0.383	0.427	0.667
YPL029W	0.381	0.469	0.655
YPL026C	0.404	0.332	0.695
YPL025C	0.408	0.423	0.676
YPL024W	0.354	0.398	0.648
YPL023C	0.376	0.453	0.663
YPL022W	0.355	0.363	0.672
YPL021W	0.383	0.412	0.672
YPL019C	0.378	0.402	0.669
YPL018W	0.392	0.409	0.661
YPL017C	0.395	0.409	0.670
YPL015C	0.392	0.392	0.675
YPL014W	0.387	0.374	0.682
YPL009C	0.371	0.428	0.659
YPL008W	0.393	0.403	0.671
YPL006W	0.387	0.411	0.696
YPL005W	0.400	0.454	0.691
YPL003W	0.379	0.451	0.673
YPL002C	0.227	0.253	0.551
YPL001W	0.380	0.434	0.681
YPR001W	0.376	0.404	0.680
YPR002W	0.387	0.438	0.665
YPR003C	0.338	0.368	0.685
YPR004C	0.383	0.414	0.683
YPR005C	0.385	0.404	0.677
YPR106W	0.377	0.346	0.692
YPR109W	0.385	0.449	0.693
YPR111W	0.199	0.411	0.690
YPR114W	0.379	0.402	0.687
YPR115W	0.382	0.444	0.689
YPR116W	0.316	0.434	0.602
YPR117W	0.370	0.439	0.678
YPR119W	0.351	0.450	0.665
YPR120C	0.364	0.426	0.663
YPR121W	0.374	0.393	0.685
YPR122W	0.332	0.366	0.665
YPR123C	0.230	0.452	0.632
YPR124W	0.261	0.445	0.653
YPR125W	0.384	0.419	0.679
YPR126C	0.373	0.440	0.674
YPR127W	0.387	0.471	0.678
YPR128C	0.384	0.486	0.675
YPR129W	0.384	0.433	0.681
YPR130C	0.385	0.371	0.702
YPR131C	0.211	0.363	0.679
YPR132W	0.422	0.492	0.699
YPR134W	0.333	0.421	0.645
YPR135W	0.329	0.372	0.648
YPR138C	0.380	0.413	0.684
YPR139C	0.283	0.303	0.720
YPR140W	0.365	0.346	0.695
YPR141C	0.243	0.282	0.521
YPR145W	0.364	0.462	0.672
YPR146C	0.384	0.413	0.678
YPR147C	0.377	0.430	0.684
YPR148C	0.376	0.433	0.679
YPR149W	0.381	0.339	0.682
YPR150W	0.367	0.432	0.673
YPR152C	0.379	0.453	0.672
YPR153W	0.376	0.374	0.671
YPR154W	0.386	0.392	0.683
YPR155C	0.388	0.427	0.706
YPR156C	0.395	0.385	0.699
YPR157W	0.326	0.422	0.650
YPR158W	0.368	0.449	0.676
YPR159W	0.259	0.561	0.692
YPR160W	0.399	0.423	0.699
YPR163C	0.268	0.404	0.590
YPR164W	0.314	0.346	0.667
YPR166C	0.404	0.491	0.727
YPR167C	0.352	0.415	0.714
YPR170C	0.347	0.452	0.677
YPR171W	0.364	0.406	0.697
YPR172W	0.392	0.362	0.708
YPR173C	0.256	0.432	0.600
YPR174C	0.387	0.363	0.701
YPR179C	0.322	0.417	0.474
YPR184W	0.348	0.452	0.682
YPR185W	0.389	0.455	0.688
YPR188C	0.390	0.440	0.677
YPR189W	0.352	0.429	0.643
YPR191W	0.337	0.457	0.662
YPR192W	0.388	0.451	0.672
YPR193C	0.385	0.387	0.694
YPR194C	0.376	0.445	0.673
YPR195C	0.375	0.373	0.699
YPR196W	0.371	0.401	0.698
YPR197C	0.377	0.413	0.694
YPR198W	0.349	0.397	0.673
YPR199C	0.376	0.425	0.672
YPR200C	0.404	0.456	0.672
YPR201W	0.368	0.333	0.681
YCR090C	0.337	0.438	0.668
YCR091W	0.395	0.433	0.673
YCR092C	0.390	0.447	0.671
YCR098C	0.370	0.445	0.670
YCR099C	0.379	0.448	0.674
YCR100C	0.390	0.432	0.679
YCR101C	0.396	0.435	0.706
YCR102C	0.396	0.449	0.682
YCR105W	0.416	0.437	0.678
YCR106W	0.388	0.463	0.673
YDL130W-A	0.379	0.456	0.674
YDR363W-A	0.290	0.448	0.613
YDR525W-A	0.395	0.448	0.678
YDR535C	0.393	0.458	0.667
YDR536W	0.380	0.449	0.682
YDR538W	0.377	0.468	0.669
YDR539W	0.430	0.447	0.667
YDR540C	0.386	0.453	0.671
YDR541C	0.420	0.481	0.688
YER039C-A	0.360	0.456	0.675
YER091C-A	0.365	0.418	0.673
YER144C	0.362	0.459	0.667
YER188W	0.368	0.435	0.679
YFL034C-A	0.387	0.435	0.670
YFR032C	0.374	0.442	0.671
YFR032C-A	0.411	0.351	0.661
YFR033C	0.307	0.434	0.607
YFR034C	0.363	0.450	0.679
YFR035C	0.379	0.445	0.664
YFR038W	0.368	0.458	0.663
