orf	hom | growth (pooled culture, barseq) | peptide 50 [5.75 uM] | YPD, 25 mM HEPES, pH 6.8, DMSO | Ng SMS~Chia CSB, 2018
YBL053W	0.0957339896343131
YBL054W	0.291948762064194
YBL055C	-0.235703485245426
YBL056W	-0.276536288890502
YBL057C	0.126854671606745
YBL058W	
YBL059W	-0.0507857409260305
YBL060W	0.254486277468399
YBL061C	-0.303832773262802
YBL062W	-0.073301446478728
YBL063W	-0.601219597403293
YBL064C	-0.0623601337818534
YBL065W	-3.30675185575216
YBL066C	-0.309421053523479
YBL067C	-0.164506611714288
YBL068W	-0.123848534165341
YBL069W	-0.305141498946789
YBL070C	0.0624554591441589
YBL071C	0.17066028945391
YBL072C	0.374837045240673
YBL075C	
YBL078C	-0.325617024241533
YBL079W	-1.00172815804954
YBL080C	-3.28556875433034
YBL081W	-0.544359515214294
YBL082C	-0.378886977514982
YBL083C	-1.67449849447376
YBL085W	-0.36069854035332
YBL086C	0.00450767682889291
YBL087C	-0.990712932775482
YBL088C	-0.476364378154138
YBL089W	0.0677706413465312
YBL090W	0.693623519548703
YBL091C	-0.187095797550503
YBL091C-A	0.0651258379242253
YBL093C	
YBL094C	-0.379182821911239
YBL095W	-5.13471894010467
YBL096C	-0.267616688195589
YBL098W	-0.00937428698781427
YBL099W	1.74708135410152
YBL100C	-0.21421433740033
YBL101C	-0.101685881819062
YBL102W	0.0529694560930851
YBL103C	0.239981696026573
YBL104C	-0.0430030079791915
YBL106C	0.0297460986414162
YBL107C	0.00877534524354273
YBR001C	0.320888363056463
YBR003W	
YBR005W	0.16119547613828
YBR006W	1.30868538224842
YBR007C	0.400492034262521
YBR008C	-0.0844345260606309
YBR009C	-0.00586276624469855
YBR010W	-6.12266549839384
YBR012C	
YBR013C	-0.00616618725139995
YBR014C	0.0492496948019579
YBR015C	-3.0817929239672
YBR016W	0.0142287449239072
YBR017C	-0.0690232024579815
YBR018C	-0.00849947913983539
YBR019C	-0.243582588870638
YBR020W	-0.0594941997094041
YBR021W	0.0497472658215181
YBR022W	0.292040291512804
YBR023C	-0.488261502289224
YBR024W	-0.443913137512475
YBR025C	-4.98380970146815
YBR026C	-0.611477448791527
YBR027C	0.0969958878984215
YBR028C	0.0769676332914301
YBR030W	-0.833841776094056
YBR031W	0.717526294844384
YBR032W	-0.0774555757112653
YBR033W	-0.0698168773462109
YBR034C	-0.241575689215166
YBR035C	-3.7825240178062
YBR036C	-3.09006694517079
YBR037C	-0.259351122380448
YBR039W	
YBR040W	-0.151853617855428
YBR041W	-0.731252087604808
YBR042C	0.0660197011127921
YBR043C	-0.057194936773879
YBR044C	-0.884327916761813
YBR045C	-0.225727116042833
YBR046C	0.0471478865179262
YBR047W	-3.13990634511365
YBR048W	-0.116361218515424
YBR050C	0.0201597555697055
YBR051W	0.211577000309266
YBR052C	0.0325396846958209
YBR053C	-0.0992133445088294
YBR054W	
YBR056W	-0.59796530480846
YBR057C	0.0605235266972483
YBR058C	-0.0599940320122078
YBR059C	0.820828957256752
YBR061C	7.75716658132196
YBR062C	-0.360982841624029
YBR063C	-0.43526172877776
YBR064W	0.134694845197072
YBR065C	-0.151742816449026
YBR066C	-0.361561271926402
YBR067C	0.178472914538997
YBR068C	-0.615410465802649
YBR069C	0.0561568910295458
YBR071W	-0.244526656452536
YBR072W	0.328149862547872
YBR073W	-0.103075585877959
YBR074W	0.014764224084395584
YBR076W	-5.31006501664392
YBR077C	0.0558062496332414
YBR078W	-0.416751622541162
YBR081C	-0.535302830400932
YBR082C	-0.121918400222569
YBR083W	-0.0564198820255765
YBR084C-A	1.17882276568775
YBR084W	-0.104727231498026
YBR085W	0.0727046853785474
YBR086C	0.0849646566373476
YBR089C-A	-0.30041596602872
YBR090C	0.2470624350943
YBR092C	-0.153581162920562
YBR093C	0.485017095041032
YBR094W	0.224211930850676
YBR095C	
YBR096W	
YBR097W	-5.64163531933456
YBR098W	2.2111050665664953
YBR099C	0.162037971725812
YBR101C	-0.0377022621974624
YBR103W	-0.0382878083146036
YBR104W	0.381315187885115
YBR105C	-0.19866662671124
YBR106W	-1.0407676292371
YBR107C	-0.159413815640201
YBR108W	-5.96488763757546
YBR111C	-7.51713297841227
YBR112C	0.605087933416203
YBR113W	-0.458489995096319
YBR114W	0.339949272568632
YBR115C	
YBR116C	0.00375783607882953
YBR117C	-5.95213159869252
YBR118W	
YBR119W	-0.240519348784067
YBR120C	0.1830293732874
YBR121C	
YBR122C	
YBR125C	-0.2514620272124
YBR126C	-0.41547235963769
YBR127C	-0.818411198922229
YBR128C	-0.0401986588816186
YBR129C	-0.129872034462777
YBR130C	-0.223353704008439
YBR131W	-5.1346676992665
YBR132C	
YBR133C	-8.37041347547276
YBR134W	0.330758074485965
YBR137W	0.33416474325288
YBR138C	0.0252684016330956
YBR139W	-0.590734765606684
YBR141C	0.0420867166339484
YBR144C	-0.0817883810949231
YBR145W	0.0636151346011898
YBR146W	
YBR147W	0.260245259453965
YBR148W	0.253566497460812
YBR149W	
YBR150C	0.0330285905367682
YBR151W	0.495385691881171
YBR156C	9.6516627918266
YBR157C	0.483855509107164
YBR158W	-5.47296635382045
YBR159W	
YBR161W	0.0025625803441472
YBR162C	2.71725116579572
YBR162W-A	0.0132264915761873
YBR163W	-0.731833711298074
YBR164C	-4.70839132271318
YBR165W	
YBR166C	
YBR168W	1.36437839663022
YBR169C	-0.0050434339583329
YBR170C	
YBR171W	-0.737471514856685
YBR172C	0.199668324051048
YBR173C	2.17251703456346
YBR174C	-0.134227478354012
YBR175W	0.0490700047802888
YBR176W	0.221070671961234
YBR177C	-0.285866193186917
YBR178W	-0.0366613300293231
YBR179C	0.353097040387568
YBR180W	-0.255518651983296
YBR181C	1.02660843634899
YBR182C	-0.106969695732412
YBR183W	-0.0368568838582004
YBR184W	-0.0770905003600022
YBR185C	0.16997309229607
YBR186W	0.0935544520397958
YBR187W	0.809646269400926
YBR188C	0.0450635073524388
YBR189W	0.221359613902619
YBR191W	0.723631255784981
YBR194W	1.60991220452888
YBR195C	-0.00377044508740058
YBR197C	0.00927899851580193
YBR199W	0.0509219770921985
YBR200W	-0.189504624402864
YBR201W	
YBR203W	-0.144493577948125
YBR204C	-0.25062356203384
YBR205W	-0.282902464597988
YBR206W	-0.0221392752462978
YBR207W	0.0192974587967539
YBR208C	-0.447242096058931
YBR209W	-6.4467641045885
YBR210W	0.0352080254050447
YBR212W	0.131197349515599
YBR213W	-0.243445435944168
YBR214W	-0.0342393289434607
YBR215W	-0.0603374357448922
YBR216C	-0.138730339731142
YBR217W	0.394684496664752
YBR218C	-0.289081713254842
YBR219C	0.240228678531251
YBR220C	-0.31048416299053
YBR221C	-0.0457453589354623
YBR222C	0.237460236302155
YBR223C	-0.262680274764211
YBR224W	0.0588841374196768
YBR225W	-0.211387205784645
YBR226C	0.236568242035047
YBR227C	0.0115895565814631
YBR228W	-0.205638351973638
YBR229C	-0.678757349471597
YBR230C	0.259692257433572
YBR231C	0.000513653103800327
YBR232C	0.000597037431571842
YBR233W	-0.0058763162995087
YBR235W	0.391218609911645
YBR238C	-5.35990099433777
YBR239C	0.173243292895981
YBR240C	0.10835848495706
YBR241C	0.0628980218123875
YBR242W	0.216381271243047
YBR244W	0.18210445469765
YBR245C	-0.0967601322921211
YBR246W	-0.341310419792722
YBR248C	0.0365222885394324
YBR249C	0.0426809507844492
YBR250W	0.0312185886148037
YBR251W	-0.566859359549254
YBR255W	0.167533656117977
YBR258C	0.21740707269213
YBR259W	0.036761359181634
YBR260C	0.111476466165011
YBR261C	-0.565290771381212
YBR262C	-0.165730708281902
YBR263W	0.13847688203197
YBR264C	-0.177898173565557
YBR266C	-1.06031355804381
YBR267W	-2.69094231181106
YBR268W	0.22172490708325
YBR269C	0.074646232467056
YBR270C	0.43095385173211
YBR271W	-0.14752410595497
YBR272C	
YBR273C	0.214432082037227
YBR274W	-3.65107375854786
YBR275C	0.0662474161236769
YBR276C	0.232621580571897
YBR277C	-0.180718402812155
YBR278W	0.438946639890496
YBR279W	-0.360732741986019
YBR280C	-1.02068078678434
YBR281C	-0.164999934487721
YBR282W	-0.0770311006433297
YBR283C	0.783846618610902
YBR284W	0.115961086294685
YBR285W	0.282354849922751
YBR286W	-0.007316080154735
YBR287W	-5.81926351058405
YBR288C	-2.90560302745661
YBR289W	
YBR290W	-0.354616092628529
YBR291C	0.0320706537129814
YBR292C	0.096275959295004
YBR293W	-0.608401792118535
YBR294W	0.188839376946241
YBR295W	0.143628662775242
YBR296C	0.112037553857493
YBR297W	0.0816075449203386
YBR298C	-5.09108024395096
YBR299W	-1.17908646505113
YBR300C	-3.44200588643511
YBR301W	-0.159839053673594
YCL001W	-0.160208670621809
YCL001W-A	-0.209589629241842
YCL002C	0.415703823108276
YCL005W	0.231468167702135
YCL007C	1.95629145197378
YCL008C	
YCL009C	-0.216521945241906
YCL010C	-0.226665513663106
YCL011C	-0.216070156862751
YCL014W	0.1527816747464395
YCL016C	-9.54507904579648
YCL022C	0.658127621591947
YCL023C	-0.249365498551968
YCL024W	-0.596329861050383
YCL025C	-0.866507196591846
YCL026C-A	-0.0519211803754806
YCL027W	-0.125545955749759
YCL028W	-6.57604969182608
YCL029C	-1.53728848293785
YCL030C	2.31714572752192
YCL032W	
YCL033C	
YCL034W	
YCL035C	0.0334057808814179
YCL036W	-3.21453588786716
YCL037C	-0.00148857882766831
YCL038C	-0.499757511454183
YCL039W	-4.29004357215774
YCL040W	1.27090976476591
YCL041C	-0.157623029226867
YCL042W	-0.0902096812211819
YCL044C	-4.58381532372465
YCL045C	-3.28034984066539
YCL046W	-0.651567828400987
YCL047C	
YCL048W	-6.14035083314222
YCL049C	0.0285215643603403
YCL050C	0.00360311551050599
YCL051W	0.0772672347093826
YCL055W	-0.758228671454681
YCL056C	-0.226710235748976
YCL057W	-0.220441082451956
YCL058C	1.10396092737563
YCL061C	-0.6811054633526256
YCL063W	-0.11749102879257403
YCL064C	-0.361937521231767
YCL069W	-0.334115312247296
YCL076W	-0.0396631952297712
YCR001W	-1.14331024830262
YCR002C	-0.503215918573924
YCR003W	0.0159062185600022
YCR004C	0.0930830799569676
YCR005C	0.136991128646106
YCR006C	-0.0431620221291509
YCR007C	0.213658022838683
YCR008W	-0.240555539761996
YCR009C	-7.73750113714245
YCR010C	0.1997861450127
YCR011C	
YCR014C	
YCR015C	-0.436898008159003
YCR016W	-0.0486731296525408
YCR017C	-0.288981748251485
YCR019W	-0.333807350886018
YCR020C	-0.0682721019355273
YCR020C-A	0.0310688935568839
YCR020W-B	3.11252804727226
YCR021C	0.232920324304018
YCR022C	0.0945709396412381
YCR023C	0.120285374976727
YCR024C	1.48615970068781
YCR024C-A	2.11075942256833
YCR025C	-0.483423784078599
YCR026C	
YCR027C	-0.309382475331902
YCR028C	0.023724832220335
YCR028C-A	-0.114212533749148
YCR030C	-0.527593345332234
YCR031C	-2.99167042001699
YCR032W	-0.210450619676799
YCR033W	-0.129839728348478
YCR034W	-0.313642771329936
YCR036W	0.278292690464269
YCR037C	0.0261966384400285
YCR043C	0.254408462699814
YCR044C	-1.33829158272324
YCR045C	-0.162256933149566
YCR046C	0.823617247109625
YCR047C	0.108009668693198
YCR048W	0.111521602508304
YCR049C	0.198685149570864
YCR050C	-0.23545740779245
YCR051W	0.743321255902005
YCR053W	0.305227333855726
YCR059C	0.331577810162177
YCR060W	0.0926571099304142
YCR061W	0.2336530296923435
YCR063W	0.0476070850963951
YCR064C	-0.0961262459611288
YCR065W	-0.280444717936555
YCR066W	-5.16103853295812
YCR067C	-0.0146436986352578
YCR068W	-0.409536858230626
YCR069W	0.144975927376579
YCR071C	-2.30256025135925
YCR073C	-0.683412216115553
YCR073W-A	-0.427384284001983
YCR075C	-0.0788475294626185
YCR076C	-0.00475966448959176
YCR077C	0.148532062536392
YCR079W	-0.35800348963469
YCR081W	0.525985735206139
YCR082W	-0.98893611974754
YCR083W	-0.260692686145437
YCR084C	-0.677745896887748
YCR085W	-0.539556949447732
YCR086W	0.28973689518332
YCR087C-A	-0.0994957583494799
YCR087W	-0.762801934144478
YCR088W	-0.138303458249519
YCR089W	-0.402724253002655
YCR090C	0.19659642712657
YCR091W	-0.204995301219028
YCR092C	0.558304962982906
YCR094W	0.0861741323756277
YCR095C	0.469348831027338
YCR098C	-0.534109356537497
YCR099C	-0.123379709903235
YCR100C	-0.50512069677728
YCR101C	-0.0356961091150282
YCR102C	0.432746259695357
YCR102W-A	0.0290742496894504
YCR105W	-0.0511095275221678
YCR106W	-0.058524626950208
YCR107W	0.00086301311555137
YDL001W	-0.29507280341311
YDL002C	0.0137510056906731
YDL005C	-5.69476207673709
YDL006W	-0.223548262687842
YDL009C	-0.111871679451333
YDL010W	1.14019375420624
YDL011C	-0.110371325291192
YDL012C	-0.713857431998915
YDL013W	-0.0652960355000246
YDL018C	-0.239910141085336
YDL019C	-0.401998671423256
YDL020C	
YDL021W	-0.00193656824939544
YDL022W	0.327045352613007
YDL023C	
YDL024C	-0.0291376757528616
YDL025C	0.373620840845855
YDL026W	0.349920363216034
YDL027C	-0.65897940335476
YDL032W	-0.686916968362934
YDL033C	-0.0645140489884798
YDL034W	0.0648046226113955
YDL035C	-0.121195616813717
YDL036C	0.161797770584064
YDL037C	-0.527400806641221
YDL039C	0.170064541806147
YDL040C	0.139225502373992
YDL041W	0.169241566068213
YDL042C	
YDL044C	-0.886919628642953
YDL045W-A	
YDL046W	0.59432602952801
YDL047W	-2.15085511248066
YDL048C	0.13228335623614
YDL049C	-0.13854595233259
YDL050C	-0.412881648753036
YDL051W	-0.233097895792725
YDL052C	0.100022922303843
YDL053C	0.376058141816118
YDL054C	-0.603666442937046
YDL056W	-0.203564764533557
YDL057W	-0.708106558450118
YDL059C	-0.160442293776255
YDL061C	-0.936392303851348
YDL062W	-0.154247257073221
YDL063C	0.839897687161745
YDL065C	0.058932101781647
YDL066W	-0.0738106384533012
YDL067C	0.99416912800207
YDL068W	-0.417579644679716
YDL069C	-0.00212281829108165
YDL070W	-0.364390453866434
YDL071C	0.241835154159787
YDL072C	-0.270269891951304
YDL073W	-0.697233017390436
YDL074C	-0.155056796521428
YDL075W	0.696291163517702
YDL076C	-0.490243296020278
YDL077C	-1.0193900357184
YDL078C	0.0515217274289731
YDL079C	0.268033576994018
YDL080C	-0.607596457781968
YDL081C	-7.97829005982602
YDL082W	
YDL083C	0.518151074795763
YDL085W	-0.288491967429341
YDL086W	0.214450276442303
YDL088C	0.351196836928678
YDL089W	-0.90324523400119
YDL090C	-0.968844952114449
YDL091C	-4.25555046127191
YDL093W	-0.48934311270929
YDL094C	-0.72883697588552
YDL095W	0.259365906532311
YDL096C	-0.176346863411879
YDL099W	-0.0291323748855206
YDL100C	0.113531740812663
YDL101C	0.120420798216603
YDL104C	0.113167989612098
YDL106C	-0.376113209051884
YDL107W	0.455517985200952
YDL109C	0.146431572071785
YDL110C	-0.0557052731254979
YDL112W	1.11854730409524
YDL113C	0.341678655035999
YDL114W	0.171114658970361
YDL115C	-0.178780457244074
YDL116W	1.11370140699177
YDL117W	-0.0654860588093195
YDL118W	0.549056479078042
YDL119C	0.630920550551766
YDL121C	-0.19889901547507
YDL122W	-3.2900684099092
YDL123W	-1.09608854937595
YDL124W	0.338374550179531
YDL125C	-6.85076882666239
YDL127W	
YDL128W	-3.13328788666353
YDL129W	0.112460015757172
YDL130W	0.474858587062731
YDL130W-A	0.105849837039086
YDL131W	-3.62364573122679
YDL133C-A	-0.0756546362834
YDL133W	
YDL134C	0.238190422490234
YDL135C	
YDL136W	0.361508388075764
YDL137W	-3.22403830160743
YDL138W	0.31401852150057
YDL142C	0.378946159072888
YDL144C	-0.0604583821065203
YDL146W	-3.15007583168723
YDL149W	-0.0644904480710181
YDL151C	0.948535045532991
YDL154W	0.143073098994056
YDL155W	0.0817935768256419
YDL156W	0.0933751991482808
YDL157C	0.111500321377204
YDL158C	-0.0975599505607666
YDL159W	0.0564045323265183
YDL160C	-0.384938475986471
YDL161W	-0.0302566248310806
YDL162C	0.254642060548477
YDL167C	0.028687370671633
YDL168W	-0.0152245999232776
YDL169C	0.0622882078476693
YDL170W	-0.346191627041476
YDL171C	0.214064447013392
YDL172C	0.274767519850642
YDL173W	-0.112069700682958
YDL174C	-0.357727571005494
YDL175C	-3.37201667862595
YDL176W	0.0621405690834476
YDL177C	0.160376807497307
YDL178W	-0.0434009776202472
YDL179W	0.119640328092939
YDL180W	-0.00175320451708044
YDL181W	
YDL182W	0.109549734289608
YDL183C	-1.75017055207894
YDL184C	-0.108430517787583
YDL185W	-0.868057347170052
YDL186W	-0.0197090834420839
YDL187C	-0.14758004038019
YDL188C	-0.521480013771253
YDL189W	0.0708259888335654
YDL190C	-0.156611490889727
YDL191W	-0.0466155505665781
YDL192W	-3.63554769390403
YDL194W	-0.569481337619227
YDL197C	0.286338024894493
YDL198C	0.059807644306591
YDL199C	-0.0709832715600233
YDL200C	0.0512039171911904
YDL201W	0.00406455728134091
YDL202W	0.456654661034407
YDL203C	-0.188022207593315
YDL204W	0.0595811063728893
YDL206W	0.64732231327002
YDL210W	-0.279206879617251
YDL211C	-1.01471988161364
YDL213C	-0.0690232024579815
YDL214C	-4.31110926569866
YDL215C	-0.0773119321694516
YDL216C	-0.468780689209144
YDL218W	-6.20303183442388
YDL219W	1.36211124282102
YDL222C	0.00795526931277287
YDL223C	-0.738481533766652
YDL224C	0.245656970155566
YDL225W	-0.554199021358771
YDL226C	-0.509796096550286
YDL227C	0.017147548503312
YDL229W	0.644232007576563
YDL230W	
YDL231C	0.0184858632268285
YDL232W	
YDL233W	-3.94181805716188
YDL234C	0.716084977577948
YDL236W	-0.30737350955113
YDL237W	0.474969853309273
YDL238C	
YDL239C	-0.127672703971488
YDL240W	0.118556941217404
YDL241W	0.0985767240125112
YDL242W	-0.0768682486581004
YDL243C	0.0360428969419555
YDR001C	0.259666636541158
YDR003W	-5.97822451400279
YDR004W	-3.05900716371792
YDR005C	-0.562595727631643
YDR006C	-0.30924317611764
YDR007W	-0.30594529863798
YDR008C	-0.874490126278243
YDR009W	-0.110604378786073
YDR010C	0.0239024954057756
YDR011W	-0.0134548986660165
YDR014W	-0.167832692780396
YDR015C	-0.379682373467452
YDR017C	0.828881487763083
YDR018C	0.23829261158073
YDR019C	-1.27868865815768
YDR020C	-0.0305998133621004
YDR022C	-0.116871107733925
YDR024W	0.488370984125728
YDR025W	-0.0130660652864654
YDR026C	-0.138677023989468
YDR027C	-0.170615424200837
YDR028C	0.366763342969965
YDR029W	0.158763843684851
YDR030C	-0.255339300034469
YDR031W	0.0975387248761728
YDR032C	0.132144772793724
YDR033W	0.0721372373971844
YDR034C	
YDR035W	-0.169226802525101
YDR036C	-0.170434617517598
YDR042C	-0.0704298687486676
YDR043C	-0.0971378987797619
YDR046C	-0.352746757509035
YDR048C	-0.431216445350259
YDR049W	-0.0732060865913763
YDR051C	0.345787320440909
YDR055W	0.277962302991975
YDR056C	-0.129948829715552
YDR057W	-1.13255569587913
YDR058C	0.0725975793918246
YDR059C	-0.0926834146380296
YDR061W	-0.10839765773503
YDR063W	0.0301548229189972
YDR065W	1.94061885385236
YDR066C	-0.106925800610535
YDR067C	0.0834178850736967
YDR068W	-0.987668584261332
YDR069C	-3.07933920644564
YDR070C	-0.32262287312077
YDR071C	-0.780562027670662
YDR072C	0.0326091321660179
YDR073W	-0.480820759449032
YDR074W	-0.388152243420563
YDR075W	0.114077700484351
YDR076W	0.470472345733983
YDR077W	-0.261808193555387
YDR078C	-0.152277700547706
YDR079W	0.731168312824681
YDR080W	-3.37825180872057
YDR083W	-2.14000030919809
YDR084C	-0.00039379771630019
YDR085C	-0.157292823676346
YDR089W	-0.0214564830666042
YDR090C	-4.7793592167442
YDR092W	-0.921737719166168
YDR093W	0.32889263281883
YDR094W	-0.0840113595392547
YDR095C	-0.0839109135571877
YDR096W	0.0336566317783601
YDR097C	0.00161720167882773
YDR098C	0.14655675313134
YDR099W	-0.0417551034129683
YDR100W	-0.596747607146633
YDR101C	0.264636642903202
YDR102C	
YDR103W	0.0288326695313585
YDR104C	-0.0899302766956398
YDR105C	-0.261001390325093
YDR107C	0.17086712975437
YDR108W	-0.510599873122969
YDR109C	0.148058963997113
YDR110W	0.264699093604856
YDR111C	-0.047795832696269
YDR112W	2.385218301312
YDR114C	-0.00804699277296309
YDR115W	0.189331056631034
YDR116C	-0.0335911244979457
YDR117C	-0.0731763734376708
YDR119W	-0.233704618650392
YDR120C	-1.1752178447627
YDR121W	-0.370982245811058
YDR122W	0.0255721035631585
YDR123C	-0.171912673760771
YDR124W	0.054368735786677
YDR125C	-0.351842077136703
YDR126W	-0.0386464882807554
YDR127W	
YDR128W	0.193227788580202
YDR129C	0.0520240394848972
YDR130C	-0.447460139938043
YDR131C	-0.355856523483277
YDR132C	-0.0706182771577168
YDR133C	0.171938383515394
YDR135C	0.182762923850868
YDR136C	2.63430359809716
YDR137W	0.317740542266094
YDR138W	0.663625219402611
YDR139C	0.246431639578648
YDR140W	-2.10273348308277
YDR142C	-0.106349693951348
YDR143C	0.503019821567492
YDR144C	-0.18894129968755
YDR146C	-0.171284714622687
YDR147W	0.0450364251762369
YDR148C	-0.088390753141335
YDR149C	0.582128325042007
YDR150W	0.225374422284234
YDR151C	-0.0548640669716334
YDR152W	0.165699411146274
YDR153C	-0.421100705623953
YDR154C	-0.228362232442482
YDR155C	-0.590812288170936
YDR156W	0.470550037106194
YDR157W	-0.315435387349017
YDR158W	-0.439842726508164
YDR159W	1.05084234005576
YDR161W	0.792283369882895
YDR162C	-0.775872123912728
YDR163W	0.170330940883049
YDR165W	0.321703832598521
YDR169C	0.602820770377207
YDR171W	0.0651265174737877
YDR173C	-9.26733452019054
YDR174W	0.710309109802805
YDR175C	1.04220368859699
YDR176W	-0.0911402139076578
YDR178W	-0.391978284872589
YDR179C	-1.11149508240351
YDR179W-A	-0.301929538767413
YDR181C	-0.280376397134981
YDR183W	-0.155134628200591
YDR184C	0.450296309828372
YDR185C	-0.216718465718175
YDR186C	-0.0883879653968485
YDR191W	0.112192451536808
YDR192C	0.407842629729489
YDR193W	-0.370350897087071
YDR194C	0.250472099771744
YDR195W	-5.95010010396454
YDR197W	0.392764599115984
YDR198C	-0.545267109276822
YDR199W	-3.0817929239672
YDR200C	
YDR202C	0.16470833384471
YDR203W	-0.237078575066364
YDR204W	-0.14640989898206
YDR205W	-0.0101829150269297
YDR206W	1.97381084356154
YDR207C	-3.03493919697499
YDR209C	-0.11096151733826
YDR210W	0.514152237050086
YDR213W	0.38212583089261
YDR214W	0.0373398158019478
YDR215C	-0.692873688123813
YDR216W	-0.0181362322525965
YDR217C	-0.387596287445992
YDR218C	-0.185642179743336
YDR219C	-0.181454995173753
YDR220C	-0.232250039268795
YDR221W	-0.37550026721259
YDR222W	0.0398196648737591
YDR223W	-0.0953822210622271
YDR225W	
YDR226W	
YDR227W	
YDR229W	0.159046386305646
YDR230W	-0.290986710485129
YDR231C	-0.090732724973666
YDR233C	-0.241474312373985
YDR234W	-0.154682787103249
YDR237W	-0.0399187534138039
YDR239C	0.369761285659154
YDR241W	-0.591487719966033
YDR242W	-0.028845717842564
YDR244W	0.508015117100124
YDR245W	-0.517770543735898
YDR247W	0.048613313955338
YDR248C	-0.0436799223809956
YDR249C	0.162648938093363
YDR250C	-0.118906545068534
YDR251W	-1.48671698527185
YDR252W	-0.0298371918031703
YDR253C	-0.22705686554142
YDR254W	0.402278605438383
YDR255C	-0.0399150353273006
YDR256C	0.0932137679472681
YDR257C	0.000630511285300977
YDR258C	-0.127429941725538
YDR259C	0.292364182976562
YDR260C	-0.400479349785492
YDR261C	-0.0457602480829891
YDR262W	0.164162196072862
YDR263C	-0.231117097625691
YDR264C	1.52293502905133
YDR265W	-0.196504220601722
YDR266C	-0.503410617141022
YDR268W	-0.17491030116592
YDR269C	-0.264390082176517
YDR270W	1.73036179425796
YDR271C	-0.48497659570469
YDR272W	-0.267985820348169
YDR273W	-0.293295651626827
YDR274C	0.608827912414605
YDR275W	0.29710963278148
YDR276C	-0.343382667727586
YDR277C	0.44766231602983
YDR278C	-0.351806434574001
YDR279W	-0.696190372387688
YDR281C	0.133942242419635
YDR282C	-0.405170163883067
